"","Ammphora.cf.acatamana","Amphora.cf.luciae.sensu","Amphora.coffeaeformis","Amphora.sp.1.BREA","Amphora.turgida","Anomoeoneis.sphaephora.f.costata","Aulacoseira.ambigua","Craticula.ambigua","Craticula.submolesta","Craticula.vixnegligenda","Cyclotella.meneghiniana","Diadesmis.confervacea","Discostella.stelligera","Gomphonema.parvulum","Luticola.acidoclinata","Luticola.mutica","Navicula.altiplanensis","Navicula.cryptotenella","Navicula.microdigitoradiata","Navicula.rivolorum","Navicula.salinicola","Navicula.sp.1.BREA","Nitzschia.amphibia","Nitzschia.cf.boliviana","Nitzschia.chungara","Nitzschia.clausii","Nitzschia.inconspicua","Nitzschia.microcephala","Nitzschia.supralitorea","Opephora.guenter.grassi","Orthoseira.roseana","Sellaphora.pupula","Surirella.striatula","Tryblionella.tryblionella"
"LacCore_LagunLBr",3.05010893246187,9.3681917211329,0.871459694989107,2.17864923747277,0.65359477124183,2.17864923747277,0.217864923747277,0.871459694989107,3.92156862745098,0.65359477124183,13.9433551198257,7.18954248366013,0.217864923747277,0.435729847494553,0.65359477124183,0.435729847494553,5.88235294117647,0.871459694989107,7.18954248366013,0.435729847494553,18.5185185185185,3.7037037037037,5.01089324618736,2.61437908496732,0.435729847494553,1.08932461873638,4.35729847494553,0.871459694989107,0.435729847494553,0.217864923747277,0.217864923747277,0.217864923747277,0.217864923747277,0.871459694989107
