taxon_original;harmonized_taxon_names;revised_harmonized_taxon_name
Stauroneis anceps;Stauroneis anceps;Stauroneis anceps
Stauroneis anaceps;Stauroneis anceps;Stauroneis anceps
Stauroneis anceps var constricta;Stauroneis anceps var constricta;Stauroneis anceps var. constricta
Stauroneis anceps var constricta;Stauroneis anceps var constricta;Stauroneis anceps var. constricta
Stauroneis anceps var constricta;Stauroneis anceps var constricta;Stauroneis anceps var. constricta
Stauroneis anceps var constricta;Stauroneis anceps var constricta;Stauroneis anceps var. constricta
Stauroneis  anceps var. longirostris Kob.;Stauroneis anceps var longirostris;Stauroneis anceps var. longirostris
Stauroneis bathurstensis;Stauroneis bathurstensis;Stauroneis bathurstensis
Stauroneis bathurstensis;Stauroneis bathurstensis;Stauroneis bathurstensis
Stauroneis cf prominula;Stauroneis cf prominula;Stauroneis cf. prominula
Stauroneis  crucicula (Grun.) Cl. var. crucicula;Stauroneis crucicula;Stauroneis crucicula
Stauroneis  fluminea Patr. & Freese var. fluminea;Stauroneis fluminea;Stauroneis fluminea
Stauroneis fluminea;Stauroneis fluminea;Stauroneis fluminea
Stauroneis frickii var. angustata Boyer;Stauroneis frickii;Stauroneis frickii
Stauroneis gracilior;Stauroneis gracilior;Stauroneis gracilior
Stauroneis gracilior;Stauroneis gracilior;Stauroneis gracilior
Stauroneis gracilior;Stauroneis gracilior;Stauroneis gracilior
Stauroneis gracilior;Stauroneis gracilior;Stauroneis gracilior
Stauroneis gracilior;Stauroneis gracilior;Stauroneis gracilior
Stauroneis gracile;Stauroneis gracilis;Stauroneis gracilis
Stauroneis gracilis;Stauroneis gracilis;Stauroneis gracilis
Stauroneis gracilis;Stauroneis gracilis;Stauroneis gracilis
Stauroneis  phoenicenteron f. gracilis (Ehr.) Hust.;Stauroneis gracilis;Stauroneis gracilis
Stauroneis gracilis;Stauroneis gracilis;Stauroneis gracilis
Stauroneis gracilis;Stauroneis gracilis;Stauroneis gracilis
Stauroneis gregori;Stauroneis gregorii;Stauroneis gregorii
Stauroneis gregorii;Stauroneis gregorii;Stauroneis gregorii
Stauroneis ignorata Hust. var. ignorata;Stauroneis ignorata;Stauroneis ignorata
Stauroneis jarensis;Stauroneis jarensis;Stauroneis jarensis
Stauroneis  kriegerii Patr. var. kriegerii;Stauroneis kriegerii;Stauroneis kriegerii
Stauroneis kriegerii Patrick;Stauroneis kriegerii;Stauroneis kriegerii
Stauroneis legreri;Stauroneis legleri;Stauroneis legleri
Stauroneis legleri;Stauroneis legleri;Stauroneis legleri
Stauroneis obtusa Lag. var. obtusa;Stauroneis obtusa;Stauroneis obtusa
Stauroneis phoenicenteron;Stauroneis phoenicenteron;Stauroneis phoenicenteron
Stauroneis phoenicenteron;Stauroneis phoenicenteron;Stauroneis phoenicenteron
Stauroneis phoenicenteron;Stauroneis phoenicenteron;Stauroneis phoenicenteron
Stauroneis phoenicenteron;Stauroneis phoenicenteron;Stauroneis phoenicenteron
Stauroneis  phoenicenteron (Nitz.) Ehr. var. phoenicenteron;Stauroneis phoenicenteron;Stauroneis phoenicenteron
Stauroneis phoenicenteron;Stauroneis phoenicenteron;Stauroneis phoenicenteron
Stauroneis phoenicentron;Stauroneis phoenicenteron;Stauroneis phoenicenteron
Stauroneis  phoenicenteron var brunii (M. Per. & Her.)  Voigt;Stauroneis phoenicenteron var brunii;Stauroneis phoenicenteron var. brunii
Stauroneis punensis;Stauroneis punensis;Stauroneis punensis
Stauroneis reichardtii;Stauroneis reichardtii;Stauroneis reichardtii
Stauroneis schinzii (Grun) Cl. var. schinzii;Stauroneis schinzii;Stauroneis schinzii
Stauroneis sp. 1;Stauroneis sp. 1 GALAPAGOS;Stauroneis sp. 1 GALAPAGOS
Stauroneis sp. 1 SEHUENCAS;Stauroneis sp. 1 SEHUENCAS;Stauroneis sp. 1 SEHUENCAS
Stauroneis sp. 1 SORATA;Stauroneis sp. 1 SORATA;Stauroneis sp. 1 SORATA
Stauroneis sp. 1 (24æm, 7.5æm, 15 striae/10æm);Stauroneis sp.1;Stauroneis sp.1
Stauroneis sp.1 HUAMANMARCA;Stauroneis sp.1 HUAMANMARCA;Stauroneis sp.1 HUAMANMARCA
Stauroneis sp.2 HUAMANMARCA;Stauroneis sp.2 HUAMANMARCA;Stauroneis sp.2 HUAMANMARCA
Stauroneis sp.;Stauroneis spp.;Stauroneis spp.
Stauroneis sp;Stauroneis spp.;Stauroneis spp.
Stauroneis spp;Stauroneis spp.;Stauroneis spp.
Stauroneis sp.;Stauroneis spp.;Stauroneis spp.
Stauroneis spd.;Stauroneis spp.;Stauroneis spp.
Stauroneis species (obtusa?);Stauroneis spp.;Stauroneis spp.
Stauroneis spp;Stauroneis spp.;Stauroneis spp.
Stauroneis sp.;Stauroneis spp.;Stauroneis spp.
Stauroneis species (obtusa?);Stauroneis spp.;Stauroneis spp.
Stauroneis subgracilis;Stauroneis subgracilis;Stauroneis subgracilis
Stauroneis subgracilis;Stauroneis subgracilis;Stauroneis subgracilis
Stauroneis subgracilis;Stauroneis subgracilis;Stauroneis subgracilis
Stauroneis subgracilis;Stauroneis subgracilis;Stauroneis subgracilis
Staurophora vilamae;Staurophora vilamae;Staurophora vilamae
Staurophora vilamae;Staurophora vilamae;Staurophora vilamae
Staurophora vilamae;Staurophora vilamae;Staurophora vilamae
Stauroneis wislouchii;Staurophora wislouchii;Staurophora wislouchii
Stauroneis wislouchii;Staurophora wislouchii;Staurophora wislouchii
Staurosira aventralis;Staurosira aventralis;Staurosira aventralis
Staurosira aventralis;Staurosira aventralis;Staurosira aventralis
Staurosira construens;Staurosira construens;Staurosira construens
Staurosira construens;Staurosira construens;Staurosira construens
Fragilaria construens ;Staurosira construens;Staurosira construens
Staurosira construens construens;Staurosira construens;Staurosira construens
Staurosira construens;Staurosira construens;Staurosira construens
Staurosira construens;Staurosira construens;Staurosira construens
Fragilaria construens ;Staurosira construens;Staurosira construens
Staurosira construens Ehrenberg var. construens;Staurosira construens;Staurosira construens
Staurosira construens;Staurosira construens;Staurosira construens
Staurosira construens var. construens;Staurosira construens;Staurosira construens
Staurosira construens;Staurosira construens;Staurosira construens
Staurosira construens;Staurosira construens;Staurosira construens
Staurosira construens;Staurosira construens;Staurosira construens
Staurosira construens;Staurosira construens;Staurosira construens
Fragilaria construens;Staurosira construens;Staurosira construens
Fragilaria construens var binodis;Staurosira construens var binodis;Staurosira construens var. binodis
Fragilaria construens var binodis;Staurosira construens var binodis;Staurosira construens var. binodis
Staurosira construens var. binodis (Ehrenberg) Hamilton    ;Staurosira construens var binodis;Staurosira construens var. binodis
Fragilaria construens f exigua;Staurosira construens var exigua;Staurosira construens var. exigua
Staurosira construens var. exigua;Staurosira construens var exigua;Staurosira construens var. exigua
Staurosira  construens var. pumila Grun.;Staurosira construens var pumila;Staurosira construens var. pumila
Staurosira construens var. triundulata;Staurosira construens var triundulata;Staurosira construens var. triundulata
Staurosira construens var venter;Staurosira construens var venter;Staurosira construens var. venter
Staurosira construens var venter;Staurosira construens var venter;Staurosira construens var. venter
Staurosira construens f. venter;Staurosira construens var venter;Staurosira construens var. venter
Staurosira construens venter;Staurosira construens var venter;Staurosira construens var. venter
Fragilaria construens venter;Staurosira construens var venter;Staurosira construens var. venter
Staurosira construens var venter;Staurosira construens var venter;Staurosira construens var. venter
Staurosira construens venter;Staurosira construens var venter;Staurosira construens var. venter
Staurosira construens var venter;Staurosira construens var venter;Staurosira construens var. venter
Staurosira construens var venter;Staurosira construens var venter;Staurosira construens var. venter
Staurosira  construens var. venter (Ehr.) Hamilton;Staurosira construens var venter;Staurosira construens var. venter
Staurosira construens var venter;Staurosira construens var venter;Staurosira construens var. venter
Staurosira construens var. venter;Staurosira construens var venter;Staurosira construens var. venter
Staurosira construens var. venter (Ehrenberg) Hamilton ;Staurosira construens var venter;Staurosira construens var. venter
Staurosira venter;Staurosira construens var venter;Staurosira construens var. venter
Staurosira venter;Staurosira construens var venter;Staurosira construens var. venter
Staurosira venter;Staurosira construens var venter;Staurosira construens var. venter
Fragilaria construens venter;Staurosira construens var venter;Staurosira construens var. venter
Staurosira longirostris;Staurosira longirostris;Staurosira longirostris
Staurosira punctiformis;Staurosira punctiformis;Staurosira punctiformis
Staurosira sp.1 DESAGUADERO3;Staurosira sp.1 DESAGUADERO3;Staurosira sp.1 DESAGUADERO3
Staurosira sp.1 FLOODPLAIN;Staurosira sp.1 FLOODPLAIN;Staurosira sp.1 FLOODPLAIN
Staurosira sp.1 NAPALE;Staurosira sp.1 NAPALE;Staurosira sp.1 NAPALE
Staurosira sp.1 NAPALE;Staurosira sp.1 NAPALE;Staurosira sp.1 NAPALE
Staurosira sp.1 SARA COCHA;Staurosira sp.1 SARA COCHA;Staurosira sp.1 SARA COCHA
Staurosira spp;Staurosira spp.;Staurosira spp.
Staurosira spp;Staurosira spp.;Staurosira spp.
Staurosira sp.;Staurosira spp.;Staurosira spp.
Staurosira sp. (g. v., intermediate, C?);Staurosira spp.;Staurosira spp.
Staurosira sp. (g. v., larger, zeilleri?);Staurosira spp.;Staurosira spp.
Staurosira sp. (g. v., smaller size, A?);Staurosira spp.;Staurosira spp.
Staurosira sp. ind. A;Staurosira spp.;Staurosira spp.
Staurosira sp. ind. B;Staurosira spp.;Staurosira spp.
Staurosira sp. ind. C;Staurosira spp.;Staurosira spp.
Staurosirella acidophila;Staurosirella acidophila;Staurosirella acidophila
Staurosirella cf acutirostrata;Staurosirella cf acutirostrata;Staurosirella cf. acutirostrata
Staurosirella cf lanceolata;Staurosirella cf lanceolata;Staurosirella cf. lanceolata
Staurosirella cf. pinnata (Ehrenberg) Williams et Round;Staurosirella cf pinnata;Staurosirella cf. pinnata
Staurosirella dubia;Staurosirella dubia;Staurosirella dubia
Staurosira lapponica;Staurosirella lapponica;Staurosirella lapponica
Staurosirella  lapponica (Grun.) Williams & Round;Staurosirella lapponica;Staurosirella lapponica
Staurosira lapponica;Staurosirella lapponica;Staurosirella lapponica
Fragilaria lapponica;Staurosirella lapponica;Staurosirella lapponica
Staurosirella leptostauron;Staurosirella leptostauron;Staurosirella leptostauron
Staurosirella leptostauron ;Staurosirella leptostauron;Staurosirella leptostauron
Staurosira leptostauron;Staurosirella leptostauron;Staurosirella leptostauron
Staurosirella leptostauron;Staurosirella leptostauron;Staurosirella leptostauron
Staurosirella leptostauron;Staurosirella leptostauron;Staurosirella leptostauron
Staurosirella leptostauron;Staurosirella leptostauron;Staurosirella leptostauron
Staurosirella leptosauros;Staurosirella leptostauron;Staurosirella leptostauron
Staurosirella leptostauron (Ehr.) Round;Staurosirella leptostauron;Staurosirella leptostauron
Staurosirella leptostauros;Staurosirella leptostauron;Staurosirella leptostauron
Fragilaria leptostauron;Staurosirella leptostauron;Staurosirella leptostauron
Fragilaria leptostauron;Staurosirella leptostauron;Staurosirella leptostauron
Fragilaria leptostauron;Staurosirella leptostauron;Staurosirella leptostauron
Staurosirella leptostauron (Ehrenberg) Williams et Round;Staurosirella leptostauron;Staurosirella leptostauron
Fragilaria leptstauron;Staurosirella leptostauron;Staurosirella leptostauron
Staurosirella leptostauron var. dubia (Grun.) Round;Staurosirella leptostauron var dubia;Staurosirella leptostauron var. dubia
Staurosirella pinnata;Staurosirella pinnata;Staurosirella pinnata
Fragilaria pinnata;Staurosirella pinnata;Staurosirella pinnata
Fragilaria pinnata;Staurosirella pinnata;Staurosirella pinnata
Fragilaria pinnata;Staurosirella pinnata;Staurosirella pinnata
Achnanthidium pinnata Hust. var. pinnata;Staurosirella pinnata;Staurosirella pinnata
Fragilaria  pinnata Ehr. var. pinnata;Staurosirella pinnata;Staurosirella pinnata
Fragilaria pinnata;Staurosirella pinnata;Staurosirella pinnata
Fragilaria pinnata;Staurosirella pinnata;Staurosirella pinnata
Fragilaria pinnata;Staurosirella pinnata;Staurosirella pinnata
Staurosirella pinnata;Staurosirella pinnata;Staurosirella pinnata
Staurosirella pinnata;Staurosirella pinnata;Staurosirella pinnata
Staurosirella pinnata;Staurosirella pinnata;Staurosirella pinnata
Staurosirella pinnata;Staurosirella pinnata;Staurosirella pinnata
Staurosirella pinnata;Staurosirella pinnata;Staurosirella pinnata
Staurosirella pinnata;Staurosirella pinnata;Staurosirella pinnata
Staurosirella  pinnata (Ehr.) Williams & Round;Staurosirella pinnata;Staurosirella pinnata
Staurosirella pinnata ;Staurosirella pinnata;Staurosirella pinnata
Staurosirella pinnata;Staurosirella pinnata;Staurosirella pinnata
Staurosirella pinnata;Staurosirella pinnata;Staurosirella pinnata
Staurosirella pinnata;Staurosirella pinnata;Staurosirella pinnata
Staurosirella pinnata;Staurosirella pinnata;Staurosirella pinnata
Staurosirella pinnata;Staurosirella pinnata;Staurosirella pinnata
Staurosirella pinnata;Staurosirella pinnata;Staurosirella pinnata
Staurosirella pinnata;Staurosirella pinnata;Staurosirella pinnata
Staurosirella pinnata;Staurosirella pinnata;Staurosirella pinnata
Staurosirella pinnata;Staurosirella pinnata;Staurosirella pinnata
Staurosirella pinnata;Staurosirella pinnata;Staurosirella pinnata
Staurosirella sp.1 GAIBA;Staurosirella sp.1 GAIBA;Staurosirella sp.1 GAIBA
Staurosirella sp.1 PACUCHA;Staurosirella sp.1 PACUCHA;Staurosirella sp.1 PACUCHA
Staurosirella spp;Staurosirella spp.;Staurosirella spp.
Staurosirella spp;Staurosirella spp.;Staurosirella spp.
Staurosirella sp. 1;Staurosirella spp.;Staurosirella spp.
Staurosirella spp;Staurosirella spp.;Staurosirella spp.
Staurosirella sp.;Staurosirella spp.;Staurosirella spp.
Staurosirella subcapitata;Staurosirella subcapitata;Staurosirella subcapitata
Staurosirella subcapitata;Staurosirella subcapitata;Staurosirella subcapitata
Fragilaria harrisonii;Staurosirellaÿharrisonii;Staurosirellaÿharrisonii
Stenopterobia  anceps (Lewis) Breb. var. anceps ;Stenopterobia anceps;Stenopterobia anceps
Stenopterobia cf. delicatissima;Stenopterobia cf delicatissima;Stenopterobia cf. delicatissima
Stenopterobia curvula;Stenopterobia curvula;Stenopterobia curvula
Stenopterobia  curvula (W. Smith) Krammer;Stenopterobia curvula;Stenopterobia curvula
Stenopterobia delicatissima;Stenopterobia delicatissima;Stenopterobia delicatissima
Stenopterobia delicatissima;Stenopterobia delicatissima;Stenopterobia delicatissima
Stenopterobia delicatissima;Stenopterobia delicatissima;Stenopterobia delicatissima
Stenopterobia delicatissima;Stenopterobia delicatissima;Stenopterobia delicatissima
Stenopterobia delicatissima;Stenopterobia delicatissima;Stenopterobia delicatissima
Stenopterobia delicatissima ;Stenopterobia delicatissima;Stenopterobia delicatissima
Stenopterobia delicattisima ;Stenopterobia delicatissima;Stenopterobia delicatissima
Stenopterobia  delicattisima (Lewis) V. Heurck var. Africana;Stenopterobia delicatissima var africana;Stenopterobia delicatissima var. africana
Stenopterobia  delicatissima (Lewis) Br‚b. ex Van Heurck var. 1;Stenopterobia delicatissima var1 GALAPAGOS;Stenopterobia delicatissima var.1 GALAPAGOS
Stenopterobia  delicatissima (Lewis) Breb. ex Van Heurck var. 2 ;Stenopterobia delicatissima var2 GALAPAGOS;Stenopterobia delicatissima var.2 GALAPAGOS
Stenopterobia densistriata;Stenopterobia densistriata;Stenopterobia densistriata
Stenopterobia densistriata;Stenopterobia densistriata;Stenopterobia densistriata
Stenopterobia intermedia (Lewis);Stenopterobia intermedia;Stenopterobia intermedia
Stenopterobia krammeri;Stenopterobia krammeri;Stenopterobia krammeri
Stenopterobia sp. 1 (117æm, 6æm, 4-5 ribs & 19 striae/10æm);Stenopterobia sp.1;Stenopterobia sp.1
Stenopterobia sp.1 VERMELHA;Stenopterobia sp.1 VERMELHA;Stenopterobia sp.1 VERMELHA
Stenopterobia  sp. 2;Stenopterobia sp.2;Stenopterobia sp.2
Stephanodiscus cf. alpinus Hustedt;Stephanodiscus cf alpinus;Stephanodiscus cf. alpinus
Stephanodiscus cf. minutulus (Ktzing) Cleve et M”ller;Stephanodiscus cf minutulus;Stephanodiscus cf. minutulus
Stephanodiscus cf vestibulis;Stephanodiscus cf vestibulis;Stephanodiscus cf. vestibulis
Stephanodiscus  hantzschii f. tenuis (Hustedt) Habansson & Stoermer;Stephanodiscus hantzschii f. tenuis;Stephanodiscus hantzschii f. tenuis
Stephanodiscus minutulus (Ktz.) Cleve & M”ller;Stephanodiscus minutulus;Stephanodiscus minutulus
Stephanodiscus niagarae;Stephanodiscus niagarae;Stephanodiscus niagarae
Stephanodiscus obtusa;Stephanodiscus obtusa;Stephanodiscus obtusa
Stephanodiscus parvus;Stephanodiscus parvus;Stephanodiscus parvus
Stephanodiscus parvus;Stephanodiscus parvus;Stephanodiscus parvus
Stephanodiscus sp. 1 SEHUENCAS;Stephanodiscus sp. 1 SEHUENCAS;Stephanodiscus sp. 1 SEHUENCAS
Stephanodiscus sp.1;Stephanodiscus spp.;Stephanodiscus spp.
Stephanodiscus phoenicentron;Stephanodiscus spp.;Stephanodiscus spp.
Stephanodiscus sp.;Stephanodiscus spp.;Stephanodiscus spp.
Stritella hustedtiana;Stritella hustedtiana;Stritella hustedtiana
Surirella aff guatemalensis;Surirella aff guatemalensis;Surirella aff. guatemalensis
Surirella add taianensis;Surirella aff taianensis;Surirella aff. taianensis
Surirella angusta;Surirella angusta;Surirella angusta
Surirella angusta;Surirella angusta;Surirella angusta
Surirella angusta;Surirella angusta;Surirella angusta
Surirella angusta;Surirella angusta;Surirella angusta
Surirella angusta Ku?tzing     ;Surirella angusta;Surirella angusta
Surirella angusta Ktzing;Surirella angusta;Surirella angusta
Surirella angusta Ktzing;Surirella angusta;Surirella angusta
Surillela angusta;Surirella angusta;Surirella angusta
Surirella arcta;Surirella arcta;Surirella arcta
Surirella arcta A. S. var. arcta;Surirella arcta;Surirella arcta
Surirella  bifrons (Ehr., Ktz.) Hust. var. bifrons;Surirella bifrons;Surirella bifrons
Surirella bifrons;Surirella bifrons;Surirella bifrons
Surirella biseriata;Surirella biseriata;Surirella biseriata
Surirella biseriata;Surirella biseriata;Surirella biseriata
Surirella biseriata Breb. var. biseriata;Surirella biseriata;Surirella biseriata
Surirella bisurgis;Surirella bisurgis;Surirella bisurgis
Surirella brebissoni;Surirella brebissoni;Surirella brebissoni
Surirella brebissoni;Surirella brebissoni;Surirella brebissoni
Surirella brebissonii var. kuetzingii Krammer et Lange-Bertalo;Surirella brebissonii var kuetzingii;Surirella brebissonii var. kuetzingii
Surirella brightwellii;Surirella brightwellii;Surirella brightwellii
Surirella capronii;Surirella capronii;Surirella capronii
Su.cf.delicatissima;Surirella cf delicatissima;Surirella cf. delicatissima
Surirella cf. linearis;Surirella cf linearis;Surirella cf. linearis
Surirella chilensis;Surirella chilensis;Surirella chilensis
Surirella  cuspidata Hust. var. cuspidata;Surirella cuspidata;Surirella cuspidata
Surirella delicatissima;Surirella delicatissima;Surirella delicatissima
