id;CollectionName;Country;Collector-Analyst;Year;SiteName;SampleType;Habitat;Substrate;code_original;code;region;Lat DD S;Long DD W;EnvironmentalData (1=yes/2=no);Mud;Slides;Count;Observations
504;Colombia-Andes-Eastern;Colombia;M.I. Velez;2001;Herrera;modern;Lake;phytoplankton;La Herrera Plants;Clm-A-E_Herrer-2;Colombia-Andes-Eastern;4,69;-74,27;1;0;0;1;nutrients and chl data averaged (n=4 samples December 1999)
505;Colombia-Andes-Eastern;Colombia;M.I. Velez;2001;Suesca;surface sediment;Lake;epipelon;Suesca Sediment;Clm-A-E_Suesca-1;Colombia-Andes-Eastern;5,185;-73,783;1;0;0;1;nutrients and chl data averaged (n=3 samples June 1997)
506;Colombia-Andes-Eastern;Colombia;M.I. Velez;2001;Suesca;modern;Lake;phytoplankton;Suesca Littoral planktonic;Clm-A-E_Suesca-2;Colombia-Andes-Eastern;5,185;-73,783;1;0;0;1;nutrients and chl data averaged (n=3 samples June 1997)
507;Colombia-Andes-Eastern;Colombia;M.I. Velez;2014;Ubaque;modern;Lake;phytoplankton;5;Clm-A-E_Ubaque-1;Colombia-Andes-Eastern;4,5;-73,935;0;0;0;1;
508;Colombia-Andes-Eastern;Colombia;M.I. Velez;2014;Ubaque;modern;Lake;phytoplankton;6;Clm-A-E_Ubaque-2;Colombia-Andes-Eastern;4,5;-73,935;0;0;0;1;
509;Colombia-Andes-Eastern;Colombia;M.I. Velez;2014;Ubaque;modern;Lake;phytoplankton;7;Clm-A-E_Ubaque-3;Colombia-Andes-Eastern;4,5;-73,935;0;0;0;1;
510;Colombia-Andes-Eastern;Colombia;M.I. Velez;2014;Ubaque;modern;Lake;phytoplankton;8;Clm-A-E_Ubaque-4;Colombia-Andes-Eastern;4,5;-73,935;0;0;0;1;
511;Colombia-Andes-Eastern;Colombia;M.I. Velez;2014;Ubaque;modern;Lake;phytoplankton;9;Clm-A-E_Ubaque-5;Colombia-Andes-Eastern;4,5;-73,935;0;0;0;1;
512;Colombia-Andes-Eastern;Colombia;M.I. Velez;2014;Ubaque;modern;Lake;phytoplankton;10;Clm-A-E_Ubaque-6;Colombia-Andes-Eastern;4,5;-73,935;0;0;0;1;
513;Colombia-Andes-Eastern;Colombia;M.I. Velez;2014;Ubaque;modern;Lake;phytoplankton;11;Clm-A-E_Ubaque-7;Colombia-Andes-Eastern;4,5;-73,935;0;0;0;1;
514;Colombia-Andes-Eastern;Colombia;M.I. Velez;2014;Ubaque;modern;Lake;phytoplankton;12;Clm-A-E_Ubaque-8;Colombia-Andes-Eastern;4,5;-73,935;0;0;0;1;
515;Colombia-Andes-Eastern;Colombia;M.I. Velez;2014;Ubaque;modern;Lake;phytoplankton;13;Clm-A-E_Ubaque-9;Colombia-Andes-Eastern;4,5;-73,935;0;0;0;1;
516;Colombia-Andes-Eastern;Colombia;M.I. Velez;2014;Ubaque;modern;Lake;phytoplankton;14;Clm-A-E_Ubaqu-10;Colombia-Andes-Eastern;4,5;-73,935;0;0;0;1;
517;Colombia-Andes-Eastern;Colombia;M.I. Velez;2014;Ubaque;modern;Lake;phytoplankton;15;Clm-A-E_Ubaqu-11;Colombia-Andes-Eastern;4,5;-73,935;0;0;0;1;
518;Colombia-Andes-Eastern;Colombia;M.I. Velez;2014;Ubaque;modern;Lake;phytoplankton;16;Clm-A-E_Ubaqu-12;Colombia-Andes-Eastern;4,5;-73,935;0;0;0;1;
519;Colombia-Andes-Eastern;Colombia;M.I. Velez;2001;Fuquene;surface sediment;Lake;epipelon;Fuquene sediment;Clm-A-E_Fuquen-1;Colombia-Andes-Eastern;5,466;-73,752;1;0;0;1;averaged data  Tabla E.1.1 (period 1994-1999)
520;Colombia-Andes-Eastern;Colombia;M.I. Velez;2001;Fuquene;modern;Lake;phytoplankton;Fuquene plankton littoral;Clm-A-E_Fuquen-2;Colombia-Andes-Eastern;5,466;-73,752;1;0;0;1;averaged data  Tabla E.1.1 (period 1994-1999)
521;Colombia-Andes-Eastern;Colombia;M.I. Velez;2001;Fuquene;modern;Lake;phytoplankton;Fuquene plankton central;Clm-A-E_Fuquen-3;Colombia-Andes-Eastern;5,466;-73,752;1;0;0;1;averaged data  Tabla E.1.1 (period 1994-1999)
522;Colombia-Andes-Eastern;Colombia;M.I. Velez;2001;Fuquene;modern;Lake;phytoplankton;Fuquene Littoral;Clm-A-E_Fuquen-4;Colombia-Andes-Eastern;5,466;-73,752;1;0;0;1;averaged data  Tabla E.1.1 (period 1994-1999)
523;Colombia-Andes-Eastern;Colombia;M.I. Velez;2001;Guatavita;modern;Lake;periphyton;Guatavita plants;Clm-A-E_Guatvt-1;Colombia-Andes-Eastern;4,972;-73,83;1;0;0;1;averaged data (n=5 samples December 1998)
524;Colombia-Andes-Eastern;Colombia;M.I. Velez;2001;Guatavita;modern;Lake;phytoplankton;Guatavita plankton Littoral;Clm-A-E_Guatvt-2;Colombia-Andes-Eastern;4,972;-73,83;1;0;0;1;averaged data (n=5 samples December 1998)
525;Colombia-Lowlands-North;Colombia;M.I. Velez;2001;Ayapel;surface sediment;Lake;epipelon;Ayapel sediment littoral;Clm-L-N_Ayapel-1;Colombia-Lowlands-North;8,318;-75,118;1;0;0;1;T, Cond and nutrients are averaged data (n=8 samples Aug 1992)
526;Colombia-Lowlands-North;Colombia;M.I. Velez;2001;Ayapel;modern;Lake;phytoplankton;Ayapel Plankton;Clm-L-N_Ayapel-2;Colombia-Lowlands-North;8,318;-75,118;1;0;0;1;T, Cond and nutrients are averaged data (n=8 samples Aug 1992)
527;Colombia-Lowlands-North;Colombia;M.I. Velez;2001;Ayapel;modern;Lake;periphyton;Ayapel plants;Clm-L-N_Ayapel-3;Colombia-Lowlands-North;8,318;-75,118;1;0;0;1;T, Cond and nutrients are averaged data (n=8 samples Aug 1992)
528;Colombia-Lowlands-North;Colombia;M.I. Velez;2001;Ayapel;modern;Lake;phytoplankton;Ayapel Littoral;Clm-L-N_Ayapel-4;Colombia-Lowlands-North;8,318;-75,118;1;0;0;1;T, Cond and nutrients are averaged data (n=8 samples Aug 1992)
529;Colombia-Lowlands-Eastern;Colombia;M.I. Velez;2001;Margaritas;surface sediment;Lake;epipelon;LMsedroots;Clm-L-E_Mrgrts-1;Colombia-Lowlands-Eastern;3,378;-73,424;1;0;0;1;Velez et al 2005 Diatom Research
530;Colombia-Lowlands-Eastern;Colombia;M.I. Velez;2001;Margaritas;modern;Lake;phytoplankton;LMlittplnk;Clm-L-E_Mrgrts-2;Colombia-Lowlands-Eastern;3,378;-73,424;1;0;0;1;Velez et al 2005 Diatom Research
531;Colombia-Lowlands-Eastern;Colombia;M.I. Velez;2001;Margaritas;surface sediment;Lake;epipelon;Lmbottsed;Clm-L-E_Mrgrts-3;Colombia-Lowlands-Eastern;3,378;-73,424;1;0;0;1;Velez et al 2005 Diatom Research
532;Colombia-Lowlands-Eastern;Colombia;M.I. Velez;2001;Carimagua;surface sediment;Lake;epipelon;Carilittoral;Clm-L-E_Carimg-1;Colombia-Lowlands-Eastern;4,58;-71,33;1;0;0;1;Velez et al 2005 Diatom Research
533;Colombia-Lowlands-Eastern;Colombia;M.I. Velez;2001;Carimagua;surface sediment;Lake;epipelon;Carisedroot;Clm-L-E_Carimg-2;Colombia-Lowlands-Eastern;4,58;-71,33;1;0;0;1;Velez et al 2005 Diatom Research
534;Colombia-Lowlands-Eastern;Colombia;M.I. Velez;2001;Carimagua;modern;Lake;phytoplankton;Carilittplank;Clm-L-E_Carimg-3;Colombia-Lowlands-Eastern;4,58;-71,33;1;0;0;1;Velez et al 2005 Diatom Research
535;Colombia-Lowlands-Eastern;Colombia;M.I. Velez;2001;Carimagua;modern;Lake;phytoplankton;Cariplnkton;Clm-L-E_Carimg-4;Colombia-Lowlands-Eastern;4,58;-71,33;1;0;0;1;Velez et al 2005 Diatom Research
536;Colombia-Lowlands-Eastern;Colombia;M.I. Velez;2001;Carimagua;surface sediment;Lake;epipelon;Caribottsed;Clm-L-E_Carimg-5;Colombia-Lowlands-Eastern;4,58;-71,33;1;0;0;1;Velez et al 2005 Diatom Research
537;Colombia-Lowlands-Eastern;Colombia;M.I. Velez;2001;Pinal;surface sediment;Lake;epipelon;Epbottsed;Clm-L-E_Pinal-1;Colombia-Lowlands-Eastern;4,133;-73,38;1;0;0;1;Velez et al 2005 Diatom Research
538;Colombia-Lowlands-Eastern;Colombia;M.I. Velez;2001;Pinal;surface sediment;Lake;epipelon;Epsedroots;Clm-L-E_Pinal-2;Colombia-Lowlands-Eastern;4,133;-73,38;1;0;0;1;Velez et al 2005 Diatom Research
539;Colombia-Lowlands-Eastern;Colombia;M.I. Velez;2001;Pinal;modern;Lake;phytoplankton;EPplankt;Clm-L-E_Pinal-3;Colombia-Lowlands-Eastern;4,133;-73,38;1;0;0;1;Velez et al 2005 Diatom Research
540;Colombia-Lowlands-Western;Colombia;M.I. Velez;2001;Juncal;surface sediment;Lake;epipelon;Juncal Sediment central;Clm-L-W_Juncal-1;Colombia-Lowlands-Western;5,134;-72,753;1;0;0;1;
541;Colombia-Lowlands-Western;Colombia;M.I. Velez;2001;Juncal;modern;Lake;phytoplankton;Juncal Littoral-planktonic;Clm-L-W_Juncal-2;Colombia-Lowlands-Western;5,134;-72,753;1;0;0;1;
542;Colombia-Lowlands-Western;Colombia;M.I. Velez;2001;Juncal;modern;Lake;phytoplankton;Juncal Plankton central;Clm-L-W_Juncal-3;Colombia-Lowlands-Western;5,134;-72,753;1;0;0;1;
543;Colombia-Lowlands-Western;Colombia;M.I. Velez;2001;Antioquia;modern;Lake;periphyton;San Roque Marsh;Clm-L-W_Antioq-1;Colombia-Lowlands-Western;6,478;-75,765;0;0;0;1;
544;Colombia-Lowlands-Western;Colombia;M.I. Velez;2001;Antioquia;modern;Lake;phytoplankton;San Francisco-agua;Clm-L-W_Antioq-2;Colombia-Lowlands-Western;6,568;-75,8;0;0;0;1;
545;Colombia-Lowlands-Western;Colombia;M.I. Velez;2001;Antioquia;surface sediment;Lake;epipelon;San Francisco-sedimento;Clm-L-W_Antioq-3;Colombia-Lowlands-Western;6,568;-75,8;0;0;0;1;
546;Colombia-Lowlands-Western;Colombia;M.I. Velez;2001;Antioquia;modern;Lake;phytoplankton;Cauca net;Clm-L-W_Antioq-4;Colombia-Lowlands-Western;6,595;-75,814;0;0;0;1;
547;Colombia-Lowlands-Western;Colombia;M.I. Velez;2001;Antioquia;surface sediment;Lake;epipelon;Cauca  sediment sand bar;Clm-L-W_Antioq-5;Colombia-Lowlands-Western;6,595;-75,814;0;0;0;1;
548;Colombia-Lowlands-Western;Colombia;M.I. Velez;2001;Antioquia;modern;Lake;periphyton;Cauca plants;Clm-L-W_Antioq-6;Colombia-Lowlands-Western;6,595;-75,814;0;0;0;1;
549;Colombia-Lowlands-Western;Colombia;M.I. Velez;2001;Antioquia;modern;Lake;phytoplankton;la Caimana Malla;Clm-L-W_Antioq-7;Colombia-Lowlands-Western;6,563;-75,801;0;0;0;1;
550;Colombia-Lowlands-Western;Colombia;M.I. Velez;2001;Antioquia;modern;Lake;periphyton;Caimana Epiphitic;Clm-L-W_Antioq-8;Colombia-Lowlands-Western;6,563;-75,801;0;0;0;1;
551;Colombia-Lowlands-Western;Colombia;M.I. Velez;2001;Antioquia;modern;Lake;periphyton;Caimama 1;Clm-L-W_Antioq-9;Colombia-Lowlands-Western;6,563;-75,801;0;0;0;1;
552;McGlue-lowlands;Argentina;McGlue;2008;Mar Chiquita;surface sediment;Lake;epipelon;Mar Chiquita 59;McGl-lw_MrChqt-1;Argentina-MarChiquita;-30,823;-62,313;1;1;1;0;Environment data McGlue et al 2015, Martinez 1995
553;McGlue-lowlands;Argentina;McGlue;2008;Mar Chiquita;surface sediment;Lake;epipelon;Mar Chiquita 10;McGl-lw_MrChqt-2;Argentina-MarChiquita;-30,85;-62,637;1;1;1;1;Environment data McGlue et al 2015, Martinez 1995
554;McGlue-lowlands;Argentina;McGlue;2008;Mar Chiquita;surface sediment;Lake;epipelon;Mar Chiquita 20;McGl-lw_MrChqt-3;Argentina-MarChiquita;-30,82;-62,782;1;1;1;0;Environment data McGlue et al 2015, Martinez 1995
555;McGlue-lowlands;Brazil;McGlue;2011;Baia Vermelha;surface sediment;Lake;epipelon;Baia Vermelha 7;McGl-lw_BVrmlh-1;Pantanal;-18,392;-57,508;1;1;1;0;McGlue et al 2011 JOPL
556;McGlue-lowlands;Brazil;McGlue;2011;Baia Vermelha;surface sediment;Lake;epipelon;Baia Vermelha 14;McGl-lw_BVrmlh-2;Pantanal;-18,392;-57,508;1;1;1;0;McGlue et al 2011 JOPL
557;McGlue-lowlands;Brazil;McGlue;2011;Baia Vermelha;surface sediment;Lake;epipelon;Baia Vermelha 40;McGl-lw_BVrmlh-3;Pantanal;-18,392;-57,508;1;1;1;1;McGlue et al 2011 JOPL
558;McGlue-lowlands;Brazil;McGlue;2011;Lagoon Mandiore;surface sediment;Lake;epipelon;Mandiore 2;McGl-lw_Mandiore;Pantanal;-18,138;-57,55;1;1;1;0;"Lot of fragments, low density; McGlue et al 2011 JOPL"
559;McGlue-lowlands;Brazil;McGlue;2011;Nhecolandia;surface sediment;Lake;epipelon;Nhecolandia 10;McGl-lw_Nhclnd-1;Pantanal;-18,9;-56,513;0;1;1;1;
560;McGlue-lowlands;Brazil;McGlue;2011;Nhecolandia;surface sediment;Lake;epipelon;Nhecolandia 15;McGl-lw_Nhclnd-2;Pantanal;-18,928;-56,552;1;1;1;0;"Barren diatoms; Environment data McGlue pers comm & Malone et al. 2012"
561;McGlue-lowlands;Brazil;McGlue;2011;Nhecolandia;surface sediment;Lake;epipelon;Nhecolandia 23;McGl-lw_Nhclnd-3;Pantanal;-18,983;-56,662;1;1;1;0;"Barren diatoms; Environment data McGlue pers comm & Malone et al. 2012"
562;Ecuador project NGEO-July;Ecuador;Fritz-Benito-Feitl;2017;Pallcacocha;core top;Lake;;;EpNGEO-J_Pallccch;Ecuador-Andean;-2,771;-79,233;0;1;1;0;Collaboration with University of Bern
563;Ecuador project NGEO-July;Ecuador;Fritz-Benito-Feitl;2017;Llaviucu;core top;Lake;;;EpNGEO-J_Llaviucu;Ecuador-Andean;-2,843;-79,146;1;1;1;1;Collaboration with University of Bern. Env data from Pablo Mosquera
564;Ecuador project NGEO-February;Ecuador;Fritz-Benito-Feitl;2017;San Pablo;core top;Lake;;;EpNGEO-F_SanPablo;Ecuador-Interandean;0,217;-78,233;1;1;1;1;
565;Ecuador project NGEO-February;Ecuador;Fritz-Benito-Feitl;2017;Yahuarcocha;core top;Lake;;;EpNGEO-F_Yahurcch;Ecuador-Interandean;0,371;-78,102;1;1;1;1;
566;Ecuador project NGEO-February;Ecuador;Fritz-Benito-Feitl;2017;Cunrro;core top;Lake;;;EpNGEO-F_Cunrro1;Ecuador-Interandean;0,235;-78,089;1;1;1;1;
567;Ecuador project NGEO-February;Ecuador;Fritz-Benito-Feitl;2017;Cunrro;modern;Lake;periphyton;;EpNGEO-F_Cunrro2;Ecuador-Interandean;0,235;-78,089;1;1;1;0;
568;Ecuador project NGEO-February;Ecuador;Fritz-Benito-Feitl;2017;Cubilche;core top;Lake;;;EpNGEO-F_Cubilche1;Ecuador-Andean;0,232;-78,134;1;1;1;1;
569;Ecuador project NGEO-February;Ecuador;Fritz-Benito-Feitl;2017;Cubilche;modern;Lake;periphyton;;EpNGEO-F_Cubilche2;Ecuador-Andean;0,232;-78,134;1;1;1;1;
570;Ecuador project NGEO-February;Ecuador;Fritz-Benito-Feitl;2017;Caricocha;core top;Lake;;;EpNGEO-F_Caricoch;Ecuador-Andean;0,138;-78,266;1;1;1;1;
571;Ecuador project NGEO-February;Ecuador;Fritz-Benito-Feitl;2017;Chiriacu;core top;Lake;;;EpNGEO-F_Chiriacu1;Ecuador-Andean;0,114;-78,273;1;1;1;1;
572;Ecuador project NGEO-February;Ecuador;Fritz-Benito-Feitl;2017;Chiriacu;modern;Lake;periphyton;;EpNGEO-F_Chiriacu2;Ecuador-Andean;0,114;-78,273;1;1;1;1;
573;Ecuador project NGEO-February;Ecuador;Fritz-Benito-Feitl;2017;Cuicocha;core top;Lake;;;EpNGEO-F_Cuicocha1;Ecuador-Andean;0,3;-78,367;1;1;1;1;
574;Ecuador project NGEO-February;Ecuador;Fritz-Benito-Feitl;2017;Cuicocha;modern;Lake;periphyton;;EpNGEO-F_Cuicocha2;Ecuador-Andean;0,3;-78,367;1;1;1;1;
575;Ecuador project NGEO-February;Ecuador;Fritz-Benito-Feitl;2017;Yanacocha;core top;Lake;;;EpNGEO-F_Yanacoch1;Ecuador-Andean;0,124;-78,251;1;1;1;1;
576;Ecuador project NGEO-February;Ecuador;Fritz-Benito-Feitl;2017;Yanacocha;modern;Lake;periphyton;;EpNGEO-F_Yanacoch2;Ecuador-Andean;0,124;-78,251;1;1;1;1;
577;Ecuador project NGEO-February;Ecuador;Fritz-Benito-Feitl;2017;Huarmicocha;core top;Lake;;;EpNGEO-F_Huarmcch1;Ecuador-Andean;0,129;-78,254;1;1;1;1;
578;Ecuador project NGEO-February;Ecuador;Fritz-Benito-Feitl;2017;Huarmicocha;modern;Lake;periphyton;;EpNGEO-F_Huarmcch2;Ecuador-Andean;0,129;-78,254;1;1;1;1;
579;Ecuador project NGEO-February;Ecuador;Fritz-Benito-Feitl;2017;Yambo;core top;Lake;;;EpNGEO-F_Yambo1;Ecuador-Interandean;-1,104;-78,586;1;1;1;1;
580;Ecuador project NGEO-February;Ecuador;Fritz-Benito-Feitl;2017;Yambo;modern;Lake;periphyton;;EpNGEO-F_Yambo2;Ecuador-Interandean;-1,104;-78,586;1;1;1;0;
581;Ecuador project NGEO-February;Ecuador;Fritz-Benito-Feitl;2017;San Marcos;core top;Lake;;;EpNGEO-F_SanMarcs;Ecuador-Andean;0,114;-77,965;1;1;1;0;
582;Ecuador project NGEO-July;Ecuador;Fritz-Benito-Feitl;2017;Yahuarcocha;modern;Lake;plankton;;EpNGEO-J_Yahurcch1;Ecuador-Interandean;0,371;-78,102;1;1;1;1;
583;Ecuador project NGEO-July;Ecuador;Fritz-Benito-Feitl;2017;Yahuarcocha;core top;Lake;;;EpNGEO-J_Yahurcch2;Ecuador-Interandean;0,371;-78,102;1;1;0;0;
584;Ecuador project NGEO-July;Ecuador;Fritz-Benito-Feitl;2017;Piñan;core top;Lake;;;EpNGEO-J_Piñan1;Ecuador-Andean;0,506;-78,444;1;1;1;1;
585;Ecuador project NGEO-July;Ecuador;Fritz-Benito-Feitl;2017;Piñan;modern;Lake;periphyton;;EpNGEO-J_Piñan2;Ecuador-Andean;0,506;-78,444;1;1;1;0;
586;Ecuador project NGEO-July;Ecuador;Fritz-Benito-Feitl;2017;Piñan;modern;Lake;plankton;;EpNGEO-J_Piñan3;Ecuador-Andean;0,506;-78,444;1;1;1;0;
587;Ecuador project NGEO-July;Ecuador;Fritz-Benito-Feitl;2017;Piñan;modern;River;epilithic;;EpNGEO-J_Piñan4;Ecuador-Andean;;;1;1;0;0;
588;Ecuador project NGEO-July;Ecuador;Fritz-Benito-Feitl;2017;Jigeno;core top;Lake;;;EpNGEO-J_Jigeno1;Ecuador-Andean;-2,912;-79,292;1;1;1;1;
589;Ecuador project NGEO-July;Ecuador;Fritz-Benito-Feitl;2017;Jigeno;modern;Lake;periphyton;;EpNGEO-J_Jigeno2;Ecuador-Andean;-2,912;-79,292;1;1;1;0;
590;Ecuador project NGEO-July;Ecuador;Fritz-Benito-Feitl;2017;Jigeno;modern;Lake;plankton;;EpNGEO-J_Jigeno3;Ecuador-Andean;-2,912;-79,292;1;1;1;0;
591;Ecuador project NGEO-July;Ecuador;Fritz-Benito-Feitl;2017;Estrellascocha;core top;Lake;;;EpNGEO-J_Estrllsc1;Ecuador-Andean;-2,913;-79,254;1;1;1;1;
592;Ecuador project NGEO-July;Ecuador;Fritz-Benito-Feitl;2017;Estrellascocha;modern;Lake;periphyton;;EpNGEO-J_Estrllsc2;Ecuador-Andean;-2,913;-79,254;1;1;1;0;
593;Ecuador project NGEO-July;Ecuador;Fritz-Benito-Feitl;2017;Estrellascocha;modern;Lake;plankton;;EpNGEO-J_Estrllsc3;Ecuador-Andean;-2,913;-79,254;1;1;1;0;
594;Ecuador project NGEO-July;Ecuador;Fritz-Benito-Feitl;2017;Toreadora;core top;Lake;;;EpNGEO-J_Toreador1;Ecuador-Andean;-2,781;-79,224;1;1;1;1;water chemistry (T, Cond) from Van Colen et al 2017 FB
595;Ecuador project NGEO-July;Ecuador;Fritz-Benito-Feitl;2017;Toreadora;modern;Lake;periphyton;;EpNGEO-J_Toreador2;Ecuador-Andean;-2,781;-79,224;1;1;1;1;
596;Ecuador project NGEO-July;Ecuador;Fritz-Benito-Feitl;2017;Toreadora;modern;Lake;plankton;;EpNGEO-J_Toreador3;Ecuador-Andean;-2,781;-79,224;1;1;1;0;
597;Ecuador project NGEO-July;Ecuador;Fritz-Benito-Feitl;2017;Marmolcocha;core top;Lake;;;EpNGEO-J_Marmlcch1;Ecuador-Andean;-2,781;-79,219;1;1;1;1;water chemistry (T, Cond) from Van Colen et al 2017 FB
598;Ecuador project NGEO-July;Ecuador;Fritz-Benito-Feitl;2017;Marmolcocha;modern;Lake;periphyton;;EpNGEO-J_Marmlcch2;Ecuador-Andean;-2,781;-79,219;1;1;1;0;
599;Ecuador project NGEO-July;Ecuador;Fritz-Benito-Feitl;2017;Marmolcocha;modern;Lake;plankton;;EpNGEO-J_Marmlcch3;Ecuador-Andean;-2,781;-79,219;1;1;1;0;
600;Ecuador project NGEO-July;Ecuador;Fritz-Benito-Feitl;2017;Piñancocha;core top;Lake;;;EpNGEO-J_Piñancch1;Ecuador-Andean;-2,754;-79,232;1;1;1;1;water chemistry (T, Cond) from Van Colen et al 2017 FB
601;Ecuador project NGEO-July;Ecuador;Fritz-Benito-Feitl;2017;Piñancocha;modern;Lake;periphyton;;EpNGEO-J_Piñancch2;Ecuador-Andean;-2,754;-79,232;1;1;1;0;
602;Ecuador project NGEO-July;Ecuador;Fritz-Benito-Feitl;2017;Piñancocha;modern;Lake;plankton;;EpNGEO-J_Piñancch3;Ecuador-Andean;-2,754;-79,232;1;1;1;0;
603;Ecuador project NGEO-July;Ecuador;Fritz-Benito-Feitl;2017;Patoquinuas;core top;Lake;;;EpNGEO-J_Patoquns1;Ecuador-Andean;-2,782;-79,209;1;1;0;0;water chemistry (T, Cond) from Van Colen et al 2017 FB
604;Ecuador project NGEO-July;Ecuador;Fritz-Benito-Feitl;2017;Patoquinuas;modern;Lake;periphyton;;EpNGEO-J_Patoquns2;Ecuador-Andean;-2,782;-79,209;1;1;1;0;
605;Ecuador project NGEO-July;Ecuador;Fritz-Benito-Feitl;2017;Patoquinuas;modern;Lake;plankton;;EpNGEO-J_Patoquns3;Ecuador-Andean;-2,782;-79,209;1;1;1;0;
606;Ecuador project NGEO-July;Ecuador;Fritz-Benito-Feitl;2017;Riñoncocha ;core top;Lake;;;EpNGEO-J_Riñoncch1;Ecuador-Andean;-2,766;-79,229;1;1;1;1;water chemistry (T, Cond) from Van Colen et al 2017 FB
607;Ecuador project NGEO-July;Ecuador;Fritz-Benito-Feitl;2017;Riñoncocha ;modern;Lake;periphyton;;EpNGEO-J_Riñoncch2;Ecuador-Andean;-2,766;-79,229;1;1;1;0;
608;Ecuador project NGEO-July;Ecuador;Fritz-Benito-Feitl;2017;Riñoncocha ;modern;Lake;plankton;;EpNGEO-J_Riñoncch3;Ecuador-Andean;-2,766;-79,229;1;1;1;0;
609;Ecuador project NGEO-July;Ecuador;Fritz-Benito-Feitl;2017;Fondococha;core top;Lake;;;EpNGEO-J_Fondocch1;Ecuador-Andean;-2,76;-79,236;1;1;1;1;Collaboration with University of Bern
610;Ecuador project NGEO-July;Ecuador;Fritz-Benito-Feitl;2017;Fondococha;modern;Lake;periphyton;;EpNGEO-J_Fondocch2;Ecuador-Andean;-2,76;-79,236;1;1;1;0;
611;Ecuador project NGEO-July;Ecuador;Fritz-Benito-Feitl;2017;Dos Chorreras;core top;Lake;;;EpNGEO-J_DsChrrrs1;Ecuador-Andean;-2,77;-79,16;1;1;1;1;
612;Ecuador project NGEO-July;Ecuador;Fritz-Benito-Feitl;2017;Dos Chorreras;modern;Lake;periphyton;;EpNGEO-J_DsChrrrs2;Ecuador-Andean;-2,77;-79,16;1;1;1;1;
613;Ecuador project NGEO-July;Ecuador;Fritz-Benito-Feitl;2017;Dos Chorreras;modern;Lake;plankton;;EpNGEO-J_DsChrrrs3;Ecuador-Andean;-2,77;-79,16;1;1;1;0;
614;Ecuador project NGEO-July;Ecuador;Fritz-Benito-Feitl;2017;Garzacocha;modern;Lake;periphyton;;EpNGEO-J_Garzacch1;Ecuador-Amazonia;-0,583;-76,333;1;1;0;0;
615;Ecuador project NGEO-July;Ecuador;Fritz-Benito-Feitl;2017;Garzacocha;core top;Lake;;;EpNGEO-J_Garzacch2;Ecuador-Amazonia;-0,583;-76,333;1;1;0;0;
616;Ecuador project NGEO-July;Ecuador;Fritz-Benito-Feitl;2017;Garzacocha;modern;Lake;plankton;;EpNGEO-J_Garzacch3;Ecuador-Amazonia;-0,583;-76,333;1;1;1;0;
617;Ecuador project NGEO-July;Ecuador;Fritz-Benito-Feitl;2017;Mandicocha;core top;Lake;;;EpNGEO-J_Mandicch1;Ecuador-Amazonia;-0,473;-76,46;1;1;0;0;
618;Ecuador project NGEO-July;Ecuador;Fritz-Benito-Feitl;2017;Mandicocha;modern;Lake;periphyton;;EpNGEO-J_Mandicch2;Ecuador-Amazonia;-0,473;-76,46;1;1;0;0;
619;Ecuador project NGEO-July;Ecuador;Fritz-Benito-Feitl;2017;Añangucocha;modern;Lake;plankton;;EpNGEO-J_Añangcch1;Ecuador-Amazonia;-0,525;-76,437;1;1;1;0;
620;Ecuador project NGEO-July;Ecuador;Fritz-Benito-Feitl;2017;Añangucocha;core top;Lake;;;EpNGEO-J_Añangcch2;Ecuador-Amazonia;-0,525;-76,437;1;1;0;0;
621;Ecuador project NGEO-July;Ecuador;Fritz-Benito-Feitl;2017;Limoncocha;modern;Lake;plankton;;EpNGEO-J_Limoncch1;Ecuador-Amazonia;-0,399;-76,614;1;1;1;0;
622;Ecuador project NGEO-July;Ecuador;Fritz-Benito-Feitl;2017;Limoncocha;modern;Lake;periphyton;;EpNGEO-J_Limoncch2;Ecuador-Amazonia;-0,399;-76,614;1;1;0;0;
623;Ecuador project NGEO-July;Ecuador;Fritz-Benito-Feitl;2017;Limoncocha;core top;Lake;;;EpNGEO-J_Limoncch3;Ecuador-Amazonia;-0,399;-76,614;1;1;0;0;
624;Ecuador project NGEO-July;Ecuador;Fritz-Benito-Feitl;2017;Colta-1;modern;Lake;plankton;;EpNGEO-J_Colta-11;Ecuador-Interandean;-1,727;-78,759;1;1;1;0;
625;Ecuador project NGEO-July;Ecuador;Fritz-Benito-Feitl;2017;Colta-1;modern;Lake;periphyton;;EpNGEO-J_Colta-12;Ecuador-Interandean;-1,727;-78,759;1;1;0;0;
626;Ecuador project NGEO-July;Ecuador;Fritz-Benito-Feitl;2017;Colta-1;core top;Lake;;;EpNGEO-J_Colta-13;Ecuador-Interandean;-1,727;-78,759;1;1;0;0;
627;Ecuador project NGEO-July;Ecuador;Fritz-Benito-Feitl;2017;Colta-2;modern;Lake;plankton;;EpNGEO-J_Colta-21;Ecuador-Interandean;-1,727;-78,759;1;1;0;0;
628;Ecuador project NGEO-July;Ecuador;Fritz-Benito-Feitl;2017;Colta-2;core top;Lake;;;EpNGEO-J_Colta-22;Ecuador-Interandean;-1,727;-78,759;1;1;1;1;
629;Ecuador project NGEO-July;Ecuador;Fritz-Benito-Feitl;2017;Kuyuk;core top;Lake;;;EpNGEO-J_Kuyuk1;Ecuador-Andean;-2,18;-78,5;1;1;1;1;
