TaxonId;Authority;Year;Genus;TaxonName;Informal;Species;Variety
AN004A;(Grun.) R. Ross in Patr. & Reimer;1966;Anomoeoneis;Anomoeoneis vitrea;;vitrea;
AS9997;(SWAP);1987;Asterionella;Asterionella cf. ralfsii/formosa;;ralfsii/formosa;
AS001A;Hassall;1850;Asterionella;Asterionella formosa;x;formosa;
AS002A;(Hantszch in Rabenh.) Heib.;1863;Asterionella;Asterionella gracillima;;gracillima;
AS003A;W. Sm.;1856;Asterionella;Asterionella ralfsii;;ralfsii;
XXU993;EDDI pH Training Set;2001;Asterionella;Asterionella ralfsii (agg.);x;ralfsii (agg.);
AS003B;Korner;1970;Asterionella;Asterionella ralfsii var. americana;;ralfsii;americana
AF_3501;Ostenfeld;;Aulacoseira;Aulacoseira agassizii + v. malayensis;;agassizii + v. malayensis;
AU031A;(Grunow) Krammer;1990;Aulacoseira;Aulacoseira alpigena;;alpigena;
AU002A;(Grun. in Van Heurck) Simonsen;1979;Aulacoseira;Aulacoseira ambigua;;ambigua;
AU9990;Dulyn (RJF);1988;Aulacoseira;Aulacoseira cf. (small);;(small);
UME412;TK 1992;;Aulacoseira;Aulacoseira cf. alpigena (small);;alpigena (small);
AU9988;SWAP;1989;Aulacoseira;Aulacoseira cf. distans;;distans;
A_ZZZ940;N. Cameron (ALPE);;Aulacoseira;Aulacoseira cf. distans (fine) (Ovre Neadalsvatn);;distans (fine) (Ovre Neadalsvatn);
A_ZZZ968;N. Cameron (ALPE);;Aulacoseira;Aulacoseira cf. distans (type) (Escura);;distans (type) (Escura);
SWAP20;Oresjon (JCK);1989;Aulacoseira;Aulacoseira cf. distans (v. 4 PIRLA);;distans (v. 4 PIRLA);
XXU994;EDDI pH Training Set;2001;Aulacoseira;Aulacoseira cf. distans (v. nivalis/pfaffiana);;distans (v. nivalis/pfaffiana);
A_ZZZ943;N. Cameron (ALPE);;Aulacoseira;Aulacoseira cf. distans nivalis (fine) (Stavsvatn);;distans nivalis (fine) (Stavsvatn);
SWAP09;Gulspettvatn (IR);1989;Aulacoseira;Aulacoseira cf. distans/subarctica;;distans/subarctica;
AU9984;SWAP Sweden (IR & NJA);1989;Aulacoseira;Aulacoseira cf. lirata alpigena (small);;lirata alpigena (small);
AU9987;SWAP;1989;Aulacoseira;Aulacoseira cf. lirata alpigena/distans (girdle view);;lirata alpigena/distans (girdle view);
A_ZZZ969;N. Cameron (ALPE);;Aulacoseira;Aulacoseira cf. nygardii (Escura);;nygardii (Escura);
AF_3532;(Oestrup) Haworth;;Aulacoseira;Aulacoseira cf. perglabra;;perglabra;
AU9986;SWAP Sweden (IR & NJA);1989;Aulacoseira;Aulacoseira cf. subarctica (Haworth 1989,type 2,fig 48);;subarctica (Haworth 1989,type 2,fig 48);
UME411;TK 1992;;Aulacoseira;Aulacoseira cf. valida (small);;valida (small);
UME439;T. Korsman;;Aulacoseira;Aulacoseira crassipunctata;;crassipunctata;
AU030A;Thwaites;1848;Aulacoseira;Aulacoseira crenulata;;crenulata;
AU005A;(Ehrenb.) Simonsen;1979;Aulacoseira;Aulacoseira distans;;distans;
F_AU004D;(Grun. in Van Heurck) Simonsen;1979;Aulacoseira;Aulacoseira distans  var. alpigena;;distans;alpigena
PT986;EDDI Global Training Set;2001;Aulacoseira;Aulacoseira distans (agg.);x;distans (agg.);
XXC946;EDDI Salinity Training Set;2001;Aulacoseira;Aulacoseira distans (agg.);x;distans (agg.);
XXG956;EDDI TP Training Set;2001;Aulacoseira;Aulacoseira distans (agg.);x;distans (agg.);
AF_3504;(Ehr.) Kåtz.;;Aulacoseira;Aulacoseira distans + v. alpigena;;distans + v. alpigena;
UME522;"(Ehrenb.) Simonsen  in Krammer & Lange-Bertalot 1991 (Part 3; Fig 29)";;Aulacoseira;Aulacoseira distans sensu Krammer & Lange-Bertalot;;distans sensu Krammer & Lange-Bertalot;
AF_3505;O.Müller;;Aulacoseira;Aulacoseira distans v.africana + v. humilis;;distans v.africana + v. humilis;
AU005H;(Grun. in Van Heurck) Simonsen;1979;Aulacoseira;Aulacoseira distans var. alpigena;;distans;alpigena
AU005L;(A. Cleve-Euler) R. Ross in Hartley;1986;Aulacoseira;Aulacoseira distans var. humilis;;distans;humilis
AU005J;(Grun.) Haworth;;Aulacoseira;Aulacoseira distans var. laevissima;;distans;laevissima
AU005E;(W. Smith) Haworth;1988;Aulacoseira;Aulacoseira distans var. nivalis;;distans;nivalis
AU005B;Camburn;1987;Aulacoseira;Aulacoseira distans var. nivaloides;;distans;nivaloides
AU005D;(Nygaard) R. Ross in Hartley;1986;Aulacoseira;Aulacoseira distans var. tenella;;distans;tenella
AF_3506;O.Müller;;Aulacoseira;Aulacoseira goetzeana;;goetzeana;
AU003A;(Ehrenberg)Simonson;1979;Aulacoseira;Aulacoseira granulata;;granulata;
AU003D;(Ehrenb.) Simonsen;1979;Aulacoseira;Aulacoseira granulata;;granulata;
AF_3509;(Grun.) Hust.;;Aulacoseira;Aulacoseira granulata  var. angustissima  fo. curvata;;granulata;angustissima
AF_3523;Manguin;;Aulacoseira;Aulacoseira granulata  var. tubulosa;;granulata;tubulosa
AF_3510;Hust.;;Aulacoseira;Aulacoseira granulata  var. valida;;granulata;valida
TS999;EDDI Global Training Set;2001;Aulacoseira;Aulacoseira granulata (agg.);x;granulata (agg.);
XXC945;EDDI Salinity Training Set;2001;Aulacoseira;Aulacoseira granulata (agg.);x;granulata (agg.);
XXG988;EDDI TP Training Set;2001;Aulacoseira;Aulacoseira granulata (agg.);x;granulata (agg.);
SW_AGCU;(Ehrenberg)Simonson;1979;Aulacoseira;Aulacoseira granulata (morphotype curvata);;granulata (morphotype curvata);
AF_3507;(Ehr.) Ralfs;;Aulacoseira;Aulacoseira granulata + jonensis + muzzanensis;;granulata + jonensis + muzzanensis;
AU003B;(O. Müll.) Simonsen;1979;Aulacoseira;Aulacoseira granulata var. angustissima;;granulata;angustissima
XXG990;EDDI TP Training Set;2001;Aulacoseira;Aulacoseira islandica (agg.);x;islandica (agg.);
AU009B;(O. Müll.) Simonsen;1979;Aulacoseira;Aulacoseira islandica subsp. helvetica;;islandica;
AU009A;(O. Müll.) Simonsen;1979;Aulacoseira;Aulacoseira islandica subsp. islandica;;islandica;
XXC991;EDDI Salinity Training Set;2001;Aulacoseira;Aulacoseira italica (agg.);x;italica (agg.);
XXG989;EDDI TP Training Set;2001;Aulacoseira;Aulacoseira italica (agg.);x;italica (agg.);
AU001D;(Ehrenb.) R. Ross in Hartley;1986;Aulacoseira;Aulacoseira italica fo. crenulata;;italica;
AU001A;(Ehrenb.) Simonsen;1979;Aulacoseira;Aulacoseira italica subsp. italica;;italica;
AU001B;(O. Müll.) Simonsen;1979;Aulacoseira;Aulacoseira italica subsp. subarctica;;italica;
AF_3512;O. Müller;;Aulacoseira;Aulacoseira italica var. bacilligera;;italica;bacilligera
AU001E;(Grun. in Van Heurck) Simonsen;1979;Aulacoseira;Aulacoseira italica var. tenuissima;;italica;tenuissima
AU001C;(Grun. in Van Heurck ) Simonsen;1979;Aulacoseira;Aulacoseira italica var. valida;;italica;valida
AF_3521;(O. Muller) Simonsen;;Aulacoseira;Aulacoseira kondeensis;;kondeensis;
AU032A;Krammer;1990;Aulacoseira;Aulacoseira lacustris;;lacustris;
AU004A;(Ehrenb.) R. Ross in Hartley;1986;Aulacoseira;Aulacoseira lirata;;lirata;
PT992;EDDI Global Training Set;2001;Aulacoseira;Aulacoseira lirata (agg.);x;lirata (agg.);
XXG962;EDDI TP Training Set;2001;Aulacoseira;Aulacoseira lirata (agg.);x;lirata (agg.);
AU004D;(Grun.) Haworth;;Aulacoseira;Aulacoseira lirata var. alpigena;;lirata;alpigena
AU004C;Haworth;1988;Aulacoseira;Aulacoseira lirata var. biseriata;;lirata;biseriata
AU004B;(Grun. in Van Heurck) R. Ross in Hartley;1986;Aulacoseira;Aulacoseira lirata var. lacustris;;lirata;lacustris
AU004E;(Ostr.) R. Ross in Hartley;1986;Aulacoseira;Aulacoseira lirata var. perglabra;;lirata;perglabra
AF_3513;O.Müller;;Aulacoseira;Aulacoseira magnusii;;magnusii;
SW_AMUZ;(Meister) Krammer;;Aulacoseira;Aulacoseira muzzanensis;;muzzanensis;
AF_3516;O.Müller;;Aulacoseira;Aulacoseira nyassensis  var. victoriae;;nyassensis;victoriae
XXC944;EDDI Salinity Training Set;2001;Aulacoseira;Aulacoseira nyassensis (agg.);x;nyassensis (agg.);
AF_3515;O.Müller;;Aulacoseira;Aulacoseira nyassensis + v. peregrina;;nyassensis + v. peregrina;
AU014A;Camburn;;Aulacoseira;Aulacoseira nygaardii;;nygaardii;
AU010A;(Oestrup) Haworth;1988;Aulacoseira;Aulacoseira perglabra;;perglabra;
XXG955;EDDI TP Training Set;2001;Aulacoseira;Aulacoseira perglabra (agg.);x;perglabra (agg.);
AU010B;;;Aulacoseira;Aulacoseira perglabra var. floriniae;;perglabra;floriniae
AU033A;(Reinsch) Krammer;1990;Aulacoseira;Aulacoseira pfaffiana;;pfaffiana;
A_ZZZ958;(Reinsch) Krammer;1990;Aulacoseira;Aulacoseira pffafiana;;pffafiana;
AU9999;;;Aulacoseira;Aulacoseira sp.;;sp.;
A_ZZZ999;ALPE;;Aulacoseira;Aulacoseira sp. (coarse);x;sp. (coarse);
A_ZZZ989;ALPE;;Aulacoseira;Aulacoseira sp. (fine);x;sp. (fine);
A_ZZZ973;ALPE;;Aulacoseira;Aulacoseira sp. (small);x;sp. (small);
UME438;TK 1992;;Aulacoseira;Aulacoseira sp. (small, spines, lirata-like);x;sp. (small, spines, lirata-like);
A_ZZZ988;ALPE;;Aulacoseira;Aulacoseira sp1;x;sp1;
A_ZZZ946;ALPE;;Aulacoseira;Aulacoseira sp1 (Milchsee);x;sp1 (Milchsee);
A_ZZZ967;ALPE;;Aulacoseira;Aulacoseira sp1 (Redonda);x;sp1 (Redonda);
A_ZZZ987;ALPE;;Aulacoseira;Aulacoseira sp2;x;sp2;
A_ZZZ972;ALPE;;Aulacoseira;Aulacoseira sp2 (Escura);x;sp2 (Escura);
A_ZZZ965;ALPE;;Aulacoseira;Aulacoseira sp2 (Redonda);x;sp2 (Redonda);
A_ZZZ986;ALPE;;Aulacoseira;Aulacoseira sp3;x;sp3;
A_ZZZ971;ALPE;;Aulacoseira;Aulacoseira sp3 (Escura);x;sp3 (Escura);
A_ZZZ964;ALPE;;Aulacoseira;Aulacoseira sp3 (Redonda);x;sp3 (Redonda);
A_ZZZ985;ALPE;;Aulacoseira;Aulacoseira sp4;x;sp4;
A_ZZZ970;ALPE;;Aulacoseira;Aulacoseira sp4 (Escura);x;sp4 (Escura);
A_ZZZ963;ALPE;;Aulacoseira;Aulacoseira sp4 (Redonda);x;sp4 (Redonda);
A_ZZZ984;ALPE;;Aulacoseira;Aulacoseira sp5;x;sp5;
AU020A;(O.Müll.) Haworth;;Aulacoseira;Aulacoseira subarctica;x;subarctica;
AU9983;SWAP;1989;Aulacoseira;Aulacoseira subarctica (agg.);x;subarctica (agg.);
XXU893;EDDI pH Training Set;2001;Aulacoseira;Aulacoseira subarctica (agg.);x;subarctica (agg.);
FSN013;NORD-CHILL;1997;Aulacoseira;Aulacoseira subarctica (type 1);x;subarctica (type 1);
FSN014;NORD-CHILL;1997;Aulacoseira;Aulacoseira subarctica (type 2);x;subarctica (type 2);
AU020B;;;Aulacoseira;Aulacoseira subarctica var. subborealis;;subarctica;subborealis
AU022A;SWAP;1989;Aulacoseira;Aulacoseira subborealis;;subborealis;
AU023A;Haworth nov. sp.;1989;Aulacoseira;Aulacoseira tethera;;tethera;
XXG920;;;Aulacoseira;Aulacoseira valida;;valida;
BA001A;Gmelin in Linnaeus;1788;Bacillaria;Bacillaria paradoxa;;paradoxa;
BA9999;;;Bacillaria;Bacillaria sp.;;sp.;
BK001A;(Trentepohl ex Roth) Grun.;1868;Berkeleya;Berkeleya rutilans;;rutilans;
BI019A;(Ehrenb.) W. Sm.;1856;Biddulphia;Biddulphia rhombus;;rhombus;
BI9999;;;Biddulphia;Biddulphia sp.;;sp.;
BR009A;Kütz.;1836;Brachysira;Brachysira aponina;;aponina;
BR006A;R. Ross in Hartley;1986;Brachysira;Brachysira brebissonii fo. brebissonii;;brebissonii;
A_ZZZ962;(Kütz.) Round & Mann;1981;Brachysira;Brachysira exilis;;exilis;
BR002A;(Ehrenb.) R. Ross in Hartley;1986;Brachysira;Brachysira follis;;follis;
BR012A;LB &  (L.B);;Brachysira;Brachysira garrensis;;garrensis;
BR010A;Lange-Bertalot;1994;Brachysira;Brachysira neoexilis;;neoexilis;
BR011A;L-B & Moser;1994;Brachysira;Brachysira procera;;procera;
BR003A;(Breb. ex Kütz.) Round & Mann;1981;Brachysira;Brachysira serians;;serians;
BR003B;Cleve-Euler;;Brachysira;Brachysira serians var. modesta;;serians;modesta
BR9999;;;Brachysira;Brachysira sp.;;sp.;
BR9997;Round L. Glenhead (VJJ);1985;Brachysira;Brachysira sp1;x;sp1;
A_ZZZ945;N. Cameron (ALPE);;Brachysira;Brachysira sp1 (Stavsvatn);;sp1 (Stavsvatn);
BR004A;(Grun. in Van Heurck) R. Ross in Hartley;1986;Brachysira;Brachysira styriaca;;styriaca;
BR001A;(Grun.) R. Ross in Hartley;1986;Brachysira;Brachysira vitrea;;vitrea;
XXA998;EDDI Global Training Set;2001;Brachysira;Brachysira vitrea (agg.);x;vitrea (agg.);
XXC975;EDDI Salinity Training Set;2001;Brachysira;Brachysira vitrea (agg.);x;vitrea (agg.);
BR001B;;;Brachysira;Brachysira vitrea var. lanceolata;;vitrea;lanceolata
BR005A;(Grun.) Round & Mann;1981;Brachysira;Brachysira zellensis;;zellensis;
AF_0901;Hust.;;Caloneis;Caloneis aequatoralis;;aequatoralis;
XXC943;EDDI Salinity Training Set;2001;Caloneis;Caloneis aequatorialis (agg.);x;aequatorialis (agg.);
AF_0902;Hust.;;Caloneis;Caloneis aequatorialis var. turgalae;;aequatorialis;turgalae
CA014A;(Grun.) Cleve;1894;Caloneis;Caloneis alpestris;;alpestris;
CA006A;(Bory) Cleve;1894;Caloneis;Caloneis amphisbaena var. amphisbaena;;amphisbaena;amphisbaena
CA005A;(Greg.) Cleve;1894;Caloneis;Caloneis bacillaris;;bacillaris;
CA005B;(Grun. in Van Heurck) A. Cleve;1895;Caloneis;Caloneis bacillaris var. thermalis;;bacillaris;thermalis
CA002A;(Grun.) Cleve;1894;Caloneis;Caloneis bacillum;;bacillum;
XXC942;EDDI Salinity Training Set;2001;Caloneis;Caloneis bacillum (agg.);x;bacillum (agg.);
AF_0905;(Grun.) Cleve;;Caloneis;Caloneis bacillum.  var. fontinalis;;bacillum.;fontinalis
AF_0906;(Lagerstedt) Cleve;;Caloneis;Caloneis clevei + v. attenuata;;clevei + v. attenuata;
CA028A;(Grun.) Patr. in Patr. & Reimer;1966;Caloneis;Caloneis fenzlii;;fenzlii;
SW_CHYA;Hustedt;;Caloneis;Caloneis hyalina;;hyalina;
CA008C;Cleve;;Caloneis;Caloneis ladogensis var. latestriata;;ladogensis;latestriata
AF_0909;(Grunow) Krammer;1985;Caloneis;Caloneis molaris;;molaris;
CA048A;(Grunow) Krammer;1985;Caloneis;Caloneis molaris;;molaris;
F_CA031A;Cleve;1894;Caloneis;Caloneis obtusa;;obtusa;
CA013A;(J.W. Bail.) Cleve;1894;Caloneis;Caloneis permagna;;permagna;
CA041A;Messikommer;1927;Caloneis;Caloneis pulchra;;pulchra;
CA042A;Hust.;1922;Caloneis;Caloneis schroederi;;schroederi;
CA004A;(Grun. in Van Heurck) Cleve;1894;Caloneis;Caloneis schumanniana;;schumanniana;
CA004B;Grun.;;Caloneis;Caloneis schumanniana var. biconstricta;;schumanniana;biconstricta
CA003A;(Ehrenb.) Cleve;1894;Caloneis;Caloneis silicula;;silicula;
CA9999;;;Caloneis;Caloneis sp.;;sp.;
CA018A;Gregory (Krammer);1985;Caloneis;Caloneis tenuis;;tenuis;
AF_0914;(Grun.) Krammer;;Caloneis;Caloneis thermalis;;thermalis;
UME428;(Gregory) Krammer 1985;;Caloneis;Caloneis undulata;;undulata;
CA012A;(Ehrenb.) Meister;1912;Caloneis;Caloneis ventricosa;;ventricosa;
XXC941;EDDI Salinity Training Set;2001;Caloneis;Caloneis ventricosa (agg.);x;ventricosa (agg.);
CA012D;(Grun. in Van Heurck) Meister;1912;Caloneis;Caloneis ventricosa var. truncatula;;ventricosa;truncatula
CP001A;(Ehrenb.) Ehrenb. ex Kütz.;1844;Campylodiscus;Campylodiscus clypeus;;clypeus;
XXC940;EDDI Salinity Training Set;2001;Campylodiscus;Campylodiscus clypeus (agg.);x;clypeus (agg.);
CP001B;(W. Sm. in Roper) Hust.;1930;Campylodiscus;Campylodiscus clypeus var. bicostatus;;clypeus;bicostatus
CP017A;Ehrenb.;1845;Campylodiscus;Campylodiscus hibernicus;;hibernicus;
SW_CLVD;Hustedt in Jarnefelt 1925;;Campylodiscus;Campylodiscus levanderi;;levanderi;
SW_CNRC;Ehrenb. ex Kütz.;1844;Campylodiscus;Campylodiscus noricus;;noricus;
CP002B;(Ehrenb.) Grun.;1862;Campylodiscus;Campylodiscus noricus var. hibernicus;;noricus;hibernicus
CP9999;;;Campylodiscus;Campylodiscus sp.;;sp.;
CV001A;(Greg. ex Greville) Mann & Stickle;1990;Cavinula;Cavinula cocconeiformis;;cocconeiformis;
CV002A;(Hust.) Mann & Stickle;1990;Cavinula;Cavinula jaernefeltii;;jaernefeltii;
CV004A;(Hust.) Mann & Stickle;1990;Cavinula;Cavinula pseudoscutiformis;;pseudoscutiformis;
N_ZZZ002;;;Centronella;Centronella reicheltii;;reicheltii;
AF_1303;Cleve-Euler;;Chaetoceros;Chaetoceros cf. amanita;;amanita;
CH031A;Ehrenb.;1845;Chaetoceros;Chaetoceros didymus;;didymus;
CH057A;Lemm.;1898;Chaetoceros;Chaetoceros muelleri;;muelleri;
XXC939;EDDI Salinity Training Set;2001;Chaetoceros;Chaetoceros muelleri (agg.);x;muelleri (agg.);
C_Chamue;Lemm.;;Chaetoceros;Chaetoceros muelleri spores;;muelleri spores;
CH9999;;;Chaetoceros;Chaetoceros sp.;;sp.;
AF_1302;VOIR Gasse (1986) : C. sp. Lake Langano;;Chaetoceros;Chaetoceros sp1;x;sp1;
C_Chawig;Brightw.;;Chaetoceros;Chaetoceros wighami spores;;wighami spores;
CH082A;Brightw.;1856;Chaetoceros;Chaetoceros wighamii;;wighamii;
XXC938;EDDI Salinity Training Set;2001;Chaetoceros;Chaetoceros wighamii (agg.);x;wighamii (agg.);
CU001A;L-B & Metzeltin;1996;Chamaepinnularia;Chamaepinnularia sp2 (Julma Olkky);x;sp2 (Julma Olkky);
AF_1418;Ehrlich;;Cocconeis;Cocconeis bardawillensis;;bardawillensis;
CO019A;Greg.;1855;Cocconeis;Cocconeis costata;;costata;
CO006A;Pant.;1902;Cocconeis;Cocconeis diminuta;;diminuta;
CO010A;(Schum.) Cleve;1896;Cocconeis;Cocconeis disculus;;disculus;
AF_1407;Cholnoky;;Cocconeis;Cocconeis microscopica;;microscopica;
CO066A;Krammer;1991;Cocconeis;Cocconeis neodiminuta;;neodiminuta;
CO9997M;Krammer;1991;Cocconeis;Cocconeis neodiminuta;;neodiminuta;
CO067A;Krammer;1991;Cocconeis;Cocconeis neothumensis;;neothumensis;
CO9998M;Krammer;1991;Cocconeis;Cocconeis neothumensis;;neothumensis;
CO005A;Ehrenb.;1838;Cocconeis;Cocconeis pediculus;;pediculus;
CO001A;Ehrenb.;1838;Cocconeis;Cocconeis placentula;;placentula;
CO001FM;Geitler;1927;Cocconeis;Cocconeis placentula  var. pseudolineata;;placentula;pseudolineata
XXA985;EDDI Global Training Set;2001;Cocconeis;Cocconeis placentula (agg.);x;placentula (agg.);
XXC976;EDDI Salinity Training Set;2001;Cocconeis;Cocconeis placentula (agg.);x;placentula (agg.);
XXG977;EDDI TP Training Set;2001;Cocconeis;Cocconeis placentula (agg.);x;placentula (agg.);
CO001B;(Ehrenb.) Grun.;1884;Cocconeis;Cocconeis placentula var. euglypta;;placentula;euglypta
CO001C;(Ehrenb.) Van Heurck;1885;Cocconeis;Cocconeis placentula var. lineata;;placentula;lineata
CO9996M;Reichhardt;1982;Cocconeis;Cocconeis pseudothumensis;;pseudothumensis;
CO053A;(Grun.) A. Schmidt;1874;Cocconeis;Cocconeis quarnerensis;;quarnerensis;
AF_1404;Ehr.;;Cocconeis;Cocconeis scutellum + v. ampliata + f. parva;;scutellum + v. ampliata + f. parva;
CO9999;;;Cocconeis;Cocconeis sp.;;sp.;
CO009A;A. Mayer;1919;Cocconeis;Cocconeis thumensis;;thumensis;
CS9999;;;Coscinodiscus;Coscinodiscus sp.;;sp.;
XXC999;EDDI Salinity Training Set;2001;Craticula;Craticula  ambigua (agg.);x;ambigua (agg.);
XXC997;EDDI Salinity Training Set;2001;Craticula;Craticula  halophila (agg.);x;halophila (agg.);
CI004A;(Kütz.) Mann;1990;Craticula;Craticula cuspidata;;cuspidata;
CI005A;(Grun. ex Heurck) Mann;1990;Craticula;Craticula halophila;;halophila;
CC9997;H. Bennion;1992;Cyclostephanos;Cyclostephanos cf. tholiformis;;tholiformis;
CC001A;(Fricke in A. Schmidt) Round;1982;Cyclostephanos;Cyclostephanos dubius;;dubius;
XXG919;EDDI TP Training Set;2001;Cyclostephanos;Cyclostephanos dubius (agg.);x;dubius (agg.);
CC001B;Nom. Temp.;;Cyclostephanos;Cyclostephanos dubius var. minor;;dubius;minor
CC002A;Theriot, Stoermer & Hakansson, comb. nov.;1987;Cyclostephanos;Cyclostephanos invisitatus;;invisitatus;
CC9999;;;Cyclostephanos;Cyclostephanos sp.;;sp.;
CC003A;Stoermer, Hakansson & Theriot;1987;Cyclostephanos;Cyclostephanos tholiformis;;tholiformis;
CY013A;W. Sm.;1853;Cyclotella;Cyclotella antiqua;;antiqua;
CY011A;Hust.;1937;Cyclotella;Cyclotella atomus;;atomus;
CY014A;Gasse (manuscript);1985;Cyclotella;Cyclotella azigzensis;;azigzensis;
CY022A;(Eulenstein) Cleve-Euler;;Cyclotella;Cyclotella bodanica;;bodanica;
CY022CM;(O. Müller ex Schröter) Bachmann;1903;Cyclotella;Cyclotella bodanica  var. lemanica;;bodanica;lemanica
FSN020;(O.Müller ex Schroter) Bachmann;1903;Cyclotella;Cyclotella bodanica  var. lemanica;;bodanica;lemanica
CY022BM;(Grunow) Cleve-Euler;1951;Cyclotella;Cyclotella bodanica var. affinis;;bodanica;affinis
SW_CBOA;(Grun.) Cleve-Euler 1951;;Cyclotella;Cyclotella bodanica var. affinis;;bodanica;affinis
AF_1650;F. Gasse;;Cyclotella;Cyclotella cf. andancensis (type 4 Maroc);;andancensis (type 4 Maroc);
XXC972;EDDI Salinity Training Set;2001;Cyclotella;Cyclotella cf. caspia;;caspia;
CY9985M;;;Cyclotella;Cyclotella cf. comensis;;comensis;
CY9987;Massif Central (PR);1997;Cyclotella;Cyclotella cf. comensis;;comensis;
CY9980M;compare Wunsam et al. 1995;;Cyclotella;Cyclotella cf. comensis (1);;comensis (1);
CY9982M;compare Wunsam et al. 1995;;Cyclotella;Cyclotella cf. comensis (1);;comensis (1);
CY9979M;compare Wunsam et al. 1995;;Cyclotella;Cyclotella cf. comensis (2);;comensis (2);
CY9986M;compare Wunsam et al. 1995;;Cyclotella;Cyclotella cf. comensis (2);;comensis (2);
CY9988M;compare Wunsam et al. 1995;;Cyclotella;Cyclotella cf. comensis (3);;comensis (3);
CY9975M;compare Wunsam et al. 1995;;Cyclotella;Cyclotella cf. comensis (4);;comensis (4);
CY9978M;compare Wunsam et al. 1995;;Cyclotella;Cyclotella cf. cyclopuncta;;cyclopuncta;
CY9976M;(Hustedt) Hakansson & Carter;1990;Cyclotella;Cyclotella cf. distinguenda  var. unipunctata (<8µm);;distinguenda;unipunctata (<8µm)
CY9977M;(Hustedt) Hakansson & Carter;1990;Cyclotella;Cyclotella cf. distinguenda  var. unipunctata (>8µm);;distinguenda;unipunctata (>8µm)
AF_1645;F. Gasse;;Cyclotella;Cyclotella cf. glomerata (type 3 Maroc);;glomerata (type 3 Maroc);
CY9974M;compare Wunsam et al. 1995;;Cyclotella;Cyclotella cf. gordonensis (1);;gordonensis (1);
CY9981M;compare Wunsam et al. 1995;;Cyclotella;Cyclotella cf. gordonensis (2);;gordonensis (2);
CY9997;Blelham (G. Evans);;Cyclotella;Cyclotella cf. kutzingiana  var. planetophora;;kutzingiana;planetophora
AF_1670;Germain;;Cyclotella;Cyclotella cf. meduanae;;meduanae;
CY009FM;compare Wunsam et al. 1995;;Cyclotella;Cyclotella cf. ocellata (>6 ocelli);;ocellata (>6 ocelli);
CY009DM;compare Wunsam et al. 1995;;Cyclotella;Cyclotella cf. ocellata (5 ocelli);;ocellata (5 ocelli);
CY009EM;compare Wunsam et al. 1995;;Cyclotella;Cyclotella cf. ocellata (6 ocelli);;ocellata (6 ocelli);
CY9989M;S. Wunsam;;Cyclotella;Cyclotella cf. planktonica;;planktonica;
CY039AM;Lund/(Schröter) von Keissler;1.02146596;Cyclotella;Cyclotella cf. praetermissa/quadrijuncta;;praetermissa/quadrijuncta;
SW_CPRA;Lund/(Schröter) von Keissler;;Cyclotella;Cyclotella cf. praetermissa/quadrijuncta;;praetermissa/quadrijuncta;
CY9967M;S. Wunsam;;Cyclotella;Cyclotella cf. quadrijuncta;;quadrijuncta;
CY9986;Massif Central (PR);1997;Cyclotella;Cyclotella cf. rossii;;rossii;
CY9972M;compare Wunsam et al. 1995;;Cyclotella;Cyclotella cf. stelligeroides (1);;stelligeroides (1);
CY9973M;compare Wunsam et al. 1995;;Cyclotella;Cyclotella cf. stelligeroides (2);;stelligeroides (2);
CY010A;Grun. in Van Heurck;1882;Cyclotella;Cyclotella comensis;;comensis;
CY9983M;Grun. in Van Heurck;1882;Cyclotella;Cyclotella comensis;;comensis;
XXA995;EDDI Global Training Set;2001;Cyclotella;Cyclotella comensis (agg.);x;comensis (agg.);
XXG998;EDDI TP Training Set;2001;Cyclotella;Cyclotella comensis (agg.);x;comensis (agg.);
CY001A;(Ehrenb.) Kütz.;1849;Cyclotella;Cyclotella comta;;comta;
B_ZZZ997;Hakansson & Carter;1990;Cyclotella;Cyclotella cyclopuncta;;cyclopuncta;
CY059A;Hakansson & Carter;1990;Cyclotella;Cyclotella cyclopuncta;;cyclopuncta;
CY028A;Hust.;1927;Cyclotella;Cyclotella distinguenda;;distinguenda;
CY028B;(Hustedt) Hakansson & Carter;1990;Cyclotella;Cyclotella distinguenda var. unipunctata;;distinguenda;unipunctata
TS996;EDDI Global Training Set;2001;Cyclotella;Cyclotella distinguenda var. unipunctata (agg.);x;distinguenda var. unipunctata (agg.);
XXG992;EDDI TP Training Set;2001;Cyclotella;Cyclotella distinguenda var. unipunctata (agg.);x;distinguenda var. unipunctata (agg.);
XXC973;EDDI Salinity Training Set;2001;Cyclotella;Cyclotella distinguenda var.unipunctata (agg.);x;distinguenda var.unipunctata (agg.);
CY007A;Bachm.;1911;Cyclotella;Cyclotella glomerata;;glomerata;
CY020A;Brun;;Cyclotella;Cyclotella iris;;iris;
CY054A;Hakansson;1990;Cyclotella;Cyclotella krammeri;;krammeri;
CY006A;Thwaites;1848;Cyclotella;Cyclotella kuetzingiana;;kuetzingiana;
CY9991;SWAP;;Cyclotella;Cyclotella kuetzingiana (agg.);x;kuetzingiana (agg.);
XXU995;EDDI pH Training Set;2001;Cyclotella;Cyclotella kuetzingiana (agg.);x;kuetzingiana (agg.);
CY006D;nov. nom.;;Cyclotella;Cyclotella kuetzingiana var. minor;;kuetzingiana;minor
AF_1615;Thwaites;;Cyclotella;Cyclotella kutzingiana + v. planetophora + v. radiosa;;kutzingiana + v. planetophora + v. radiosa;
